gene_id	transcript_abund
KPN_00001	0.5104140870059868
KPN_00002	0.2357411739373208
KPN_00003	0.10132631875437069
KPN_00004	0.24446505452081155
KPN_00005	0.3679432914278905
KPN_00006	0.2262803704388577
KPN_00007	0.23331761953366234
KPN_00008	0.26340594393169736
KPN_00009	0.2347257280977614
KPN_00010	0.23778097697240685
KPN_00011	0.20480794053178875
KPN_00012	0.2132151386152576
KPN_00013	0.2820306066339386
KPN_00014	0.2716034187126134
KPN_00015	0.20145043330995616
KPN_00016	0.2043119451467453
KPN_00017	0.2642268350613112
KPN_00018	0.43498672192532867
KPN_00019	0.0
KPN_00020	0.23517568157015328
KPN_00021	0.24750248252815846
KPN_00022	0.17289151709071537
KPN_00023	0.18825542992815403
KPN_00024	0.14713189770374638
KPN_00025	0.17996789120042722
KPN_00026	0.07050765165848465
KPN_00027	0.29067348006304317
KPN_00028	0.23329737681116244
KPN_00029	0.22320930607907022
KPN_00030	0.15718007598982464
KPN_00031	0.09534693471304419
KPN_00032	0.12464745561053538
KPN_00033	0.30370694548840516
KPN_00034	0.25160747997080235
KPN_00035	0.08741509873985598
KPN_00036	0.2155345972249884
KPN_00037	0.19806622622950062
KPN_00038	0.22094724504861774
KPN_00039	0.3138105153194235
KPN_00040	0.30109645121505946
KPN_00041	0.22637875320861375
KPN_00042	0.36609742207290114
KPN_00043	0.21551395412593424
KPN_00044	0.23617796178529385
KPN_00045	0.3093523216516014
KPN_00046	0.2679539906667853
KPN_00047	0.08196514505298841
KPN_00048	0.1725378848066203
KPN_00049	0.18171744768345818
KPN_00050	0.2070854104654794
KPN_00051	0.2394828858055427
KPN_00052	0.20117672348208937
KPN_00053	0.15932308411241275
KPN_00054	0.2435245828499691
KPN_00055	0.3012458787342729
KPN_00056	0.27145445888516595
KPN_00057	0.18604405358068338
KPN_00058	0.23706287833162334
KPN_00059	0.25713763801405376
KPN_00060	0.25437458809548125
KPN_00061	0.23685504539167598
KPN_00062	0.24158148015617634
KPN_00063	0.31278394405944787
KPN_00064	0.2032603395467253
KPN_00065	0.14508305245111267
KPN_00066	0.20975041624660937
KPN_00067	0.29697049014084315
KPN_00068	0.2649784843578377
KPN_00069	0.3919395930427529
KPN_00070	0.26186006324809363
KPN_00071	0.25666184859304464
KPN_00072	0.21329154155551627
KPN_00073	0.1834300625177765
KPN_00074	0.18599432247841644
KPN_00075	0.16635399063173723
KPN_00076	0.2339855696631128
KPN_00077	0.26230940703639216
KPN_00078	0.202464156047169
KPN_00079	0.20658354531256562
KPN_00080	0.2627890146737033
KPN_00081	0.3065290279729036
KPN_00082	0.266518923269072
KPN_00083	0.25344061373583354
KPN_00084	0.31728443246318094
KPN_00085	0.25714555310741466
KPN_00086	0.2293744145514079
KPN_00087	0.08842353035859142
KPN_00088	0.22355354749103581
KPN_00089	0.2027805747798959
KPN_00090	0.1954135908548068
KPN_00091	0.17314413627492148
KPN_00092	0.20236820293779192
KPN_00093	0.21724651728655447
KPN_00094	0.17419537468566795
KPN_00095	0.22184114790108586
KPN_00096	0.19533145842195831
KPN_00097	0.1821235550961941
KPN_00098	0.21855697248057596
KPN_00099	0.2536622936619702
KPN_00100	0.29032562447611326
KPN_00101	0.24850249255857526
KPN_00102	0.2251242092865142
KPN_00103	0.1622752440842223
KPN_00104	0.024406494804860072
KPN_00105	0.1560834708085003
KPN_00106	0.23604735555231818
KPN_00107	0.2634919568444233
KPN_00108	0.19731618934277423
KPN_00109	0.1874862555464251
KPN_00110	0.21152295497545395
KPN_00111	0.28534304664473986
KPN_00112	0.24977710640718498
KPN_00113	0.28277279244087006
KPN_00114	0.2061848362379031
KPN_00115	0.22922751948881795
KPN_00116	0.2957618560816523
KPN_00117	0.328267355125368
KPN_00118	0.2225993259285605
KPN_00119	0.21603410804365086
KPN_00120	0.29056574341364994
KPN_00121	0.18035115108433444
KPN_00122	0.21975342014959615
