gene_id,SRR8260120,SRR8260121,SRR2147296,SRR2147295,SRR2147294,SRR2147293,SRR2147292,SRR2147291,SRR2147290,SRR2147289,SRR2147288,SRR2147287,SRR2147286,SRR2147285,SRR2147284,SRR2147283,SRR2147282,average,stdev
KPN_00001,0.7321819612302072,0.7981882319927645,1.0470274114506566,0.8557590979058227,0.4939568027320918,4.605186086754293,2.1510257411585676,2.9964190677395983,2.992677546631658,3.9028637923101592,3.221024777187042,1.4685652471702924,1.7259173698620114,1.4666703638027856,7.9798643876510855,8.959232102577595,4.016697108060416,2.9066621821304146,2.4540948366250603
KPN_00002,0.043768129623898325,0.08298392202149704,0.2670330874023165,0.2096594804391656,0.1363103543505825,0.2618181924538919,0.23174512175830314,0.5194601907329454,0.2953153209277716,0.314588901885424,0.33026931570344503,0.1059619769969894,0.09431884254592997,0.1137917107511958,0.10115006307196701,0.09686351906288665,0.07190886420228935,0.19276158787826464,0.12653622211756074
KPN_00003,0.04370720464840248,0.07047960764533483,0.26297369947760746,0.20836594513227136,0.16192241657075476,0.2613694182075138,0.20854472867966214,0.599849832842901,0.3143624482061304,0.3168384140536198,0.35391227766233135,0.10519183130013741,0.12588401176161682,0.1092426978816862,0.0937578100744461,0.08231438375347808,0.06750479021570355,0.1991895010655058,0.1427905821103185
KPN_00004,0.04735382064459309,0.08651827801604285,0.3463009461894268,0.24300713536367544,0.18818295197955182,0.3731517333180465,0.2675747466986746,0.7327150873494513,0.4525134949595518,0.4976770341208659,0.6000691925972007,0.12971882157961048,0.1328722464165737,0.11133104326831417,0.1013980983493394,0.09128910097753269,0.07293226402959033,0.26321211740341416,0.20576104185167038
KPN_00005,0.013702955689374663,0.006475601176660875,0.032314034738409034,0.03442690313640672,0.022240679136856418,0.0672259603473852,0.18721900382439222,0.029603504303127987,0.015643794040287838,0.08641135037290422,0.0828055657798206,0.006959108060809264,0.006651533262077989,0.006243479376040038,0.028075327400897104,0.02882819980404644,0.02965565220803246,0.04026368545044289,0.04544187944534624
KPN_00006,0.05056284424916541,0.10787648781894746,0.08433482948637559,0.07076544506341777,0.03549604161661208,0.7330449132771228,1.0276256948095792,0.16510752457898897,0.058888185442728926,0.3528123075157008,0.36989142201191716,0.04409557593341095,0.04792956526101129,0.03878365392599516,0.04146103106412233,0.041950004005756464,0.02615690635049565,0.19392837837713808,0.28323324101290753
KPN_00007,0.01627114521553946,0.015240840079559762,0.017777538173127713,0.01742228640884887,0.023241613862110693,0.023158010676933627,0.026716191495070582,0.022983613454647993,0.012453296376735746,0.013885430505650666,0.017563277905995905,0.02411868819439322,0.02662954531289423,0.02339502628136198,0.025524166195223245,0.02381484296144008,0.017018898190847346,0.020424377134728302,0.004651894287293619
KPN_00008,0.33629278327143247,0.43362091652772544,0.6001336958141197,0.46322871456975595,0.26169436611742863,0.8265121422925208,0.5115136512194906,0.7921011479709388,0.939379204687252,1.1291597486281875,1.0730046139205602,0.43011901390894663,0.37806077420242135,0.3608225039584308,0.46238694228886595,0.45883948455520096,0.29159746164896744,0.5734392450342497,0.27416325495135024
KPN_00009,0.11299599629829145,0.1753037747110337,0.0588577061306736,0.058699230594733,0.05151957643806502,0.07497160879233869,0.11989633320293938,0.07347810133476171,0.06293202768419018,0.07603000230989035,0.08073688345386448,0.13098035528737437,0.1238960124193799,0.13242937648879397,0.09410665918232251,0.09860224637007445,0.05133066367461758,0.0927509737866673,0.035114312989196775
KPN_00010,0.02174202302714113,0.02271670665651608,0.05003769470175586,0.04189677941141307,0.03394724768253353,0.05133492706590178,0.04881468231360505,0.06900731082792655,0.05748424358670573,0.06752764834239605,0.07632684255947315,0.17879701826134453,0.11463573532367513,0.09432492149216797,0.1744085592514542,0.14820151927926417,0.06392108355519346,0.07736029078461575,0.04912170181052949
KPN_00011,0.009882737739609604,0.007434949499129153,0.06468292354813326,0.05577551412832868,0.04535188990659484,0.04025548311918016,0.05475014449524336,0.07655658612462103,0.06653378497564712,0.08032706661168777,0.08809327751544133,0.11729921000371947,0.08944941026934229,0.0679062299877903,0.12992249970190164,0.12808633545737602,0.07088473795952889,0.07018781064960442,0.034962221038415786
KPN_00012,0.007708535436895492,0.0065274059860741624,0.008876396059018141,0.009003247506392151,0.009263242860500698,0.011300542900912208,0.013723725911139257,0.009124231035098957,0.005236532967653511,0.005897300216738095,0.006756934167633361,0.018571919990741998,0.016607247047250116,0.01131237901914248,0.05046613982751783,0.050136233290443866,0.028135872292731928,0.015802816853875544,0.014164720907292509
KPN_00013,0.005929642643765763,0.006043894431550151,0.00789250351550617,0.009115998008070924,0.009356810970202724,0.014296616431297073,0.02044548435242138,0.011397790247658133,0.003469670162053804,0.004285426786659188,0.0053215530907287,0.011765836251444733,0.00918199776793072,0.007012538783052856,0.02021619680577106,0.021378965004415145,0.012331578547208415,0.010555441399984525,0.005653112084916269
KPN_00014,0.5699045429841538,0.8695546706800675,0.5245008637213535,0.4990020610894975,0.3254762930668732,0.7744073523762294,3.2441962070019255,0.9457250977731608,0.37841207677480626,0.5084685167360503,0.5264478572901794,0.2481915837655785,0.20497061027851451,0.282820727546497,0.16205826202066442,0.20591475507436285,0.196772720887448,0.6156955411216095,0.7183034011912511
KPN_00015,0.20087056627889044,0.25218869026884855,0.20862998014673131,0.19996935480110464,0.15588717596402796,0.11588251206734584,0.4439358156203048,0.24448831399033596,0.14787403785895975,0.17139238582819552,0.1934970124785233,0.11280980361962122,0.08873824004635282,0.11669600027313545,0.05787685873636854,0.06378027412566109,0.056234618817700706,0.1665148024071828,0.0949226785236692
KPN_00016,0.2764171798078686,1.0511568667599438,0.013230597998481804,0.014495908913850818,0.012835235827631984,0.006098194426393185,0.008441815342904878,0.007430377613604883,0.00451906341036728,0.004524204232250169,0.004756056355657408,0.0049709972507560795,0.004751910126338735,0.0047812764429905836,0.005217480932788993,0.005346195998314212,0.003952057831738234,0.08428973054540481,0.257569770843252
KPN_00017,0.05850316320772241,0.09293245702024018,0.0417707081849525,0.05334447434972853,0.044685701698056676,0.01103897531629889,0.02272870737148417,0.02139718940173807,0.01747331963524652,0.011734181879966575,0.014740937762395464,0.03128374521705205,0.027072038388181112,0.021962982903782662,0.02952723678820953,0.030229744340150428,0.025791197095577343,0.03271863297416372,0.020689768258260757
KPN_00018,0.8315845610894081,1.174903832842874,5.798678612154378,6.353620390113769,5.904007585628089,1.7169474382480927,2.971735779067647,2.481341509306593,3.817950142774602,4.182020240978497,4.035495628667199,1.0118473198125209,1.1128666941038456,0.943213668900617,8.731092662522578,8.410673555684706,10.238448425286425,4.1009663557165785,3.023391212775862
KPN_00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KPN_00020,0.12853873909888403,0.2055020654561421,0.16109398044849593,0.14498587087516954,0.1607067516305072,0.16368920813302698,0.18195291762357207,0.19646670225112411,0.18625707876564573,0.21103949242876702,0.21606259140195913,0.09867514428128571,0.09375859185834026,0.09429790140570996,0.10933834048302543,0.10492292214997577,0.06987978624303114,0.1486569461490978,0.047136818696385106
KPN_00021,0.13198754942163335,0.25365694533279953,0.29899176230493185,0.2546126001782374,0.2405629800775335,0.22870276226239983,0.24018521887984365,0.2980976774514739,0.36140493863152817,0.3912015188277379,0.39722789220377314,0.20528682793742914,0.16858432678209442,0.20018727171915215,0.11595277379260975,0.10658726340707848,0.08276637567271283,0.23388215793429226,0.09569966386159312
KPN_00022,0.10598792390204072,0.15743078309726438,0.30082729677523706,0.26383746677393105,0.2719848458292087,0.21567754207537332,0.20327202272228087,0.3234522605894663,0.3372979676192793,0.37073246170371843,0.35246138635110014,0.20640344248561615,0.22857947837834022,0.22481530667673166,0.14221208475983493,0.12798804979896763,0.09896554058136313,0.23128975647763259,0.08673890781343266
KPN_00023,0.09447897279066782,0.1483776082945562,0.24813318947171048,0.2379275480106511,0.24516515601032962,0.13948524900795925,0.1521192909487925,0.22459645624858973,0.23027933967846323,0.2505108435949821,0.25623278131858696,0.1431811765368121,0.17035371521489778,0.14907414724378437,0.1277527958951538,0.12238817376255083,0.09527673135802865,0.17854901031685394,0.05802646017244251
KPN_00024,0.10231907022523255,0.16272756773905533,0.1776866286227965,0.1600644308222307,0.19247822476587312,0.09382706024380262,0.09605525825028463,0.14647002576269957,0.1487470583669123,0.14962253424948954,0.1612731395570782,0.10111310139405855,0.11542494628646138,0.0979845693793018,0.0832398147689785,0.06783477063998902,0.05777865531796315,0.12439099155248279,0.0404422616238767
KPN_00025,0.09098599204204513,0.0958601288938487,0.02944439836112723,0.026492631829754004,0.02741304572300611,0.07929883753981028,0.06049919104374652,0.08315273118125395,0.013467395660531664,0.015725318071194132,0.01769764178068659,0.06035740462910111,0.08671846479738163,0.0848271266404856,0.008743966650109713,0.008117060164506399,0.006304041288884183,0.04677090448808664,0.03422869447921709
KPN_00026,0.03854267718447746,0.03878165593578014,0.030264487164722905,0.029327125170701854,0.03182986588970749,0.05853324843248439,0.052417008688379105,0.07693508417169238,0.013878680648215217,0.01700346757287355,0.022652557075399198,0.061695218292832005,0.07898730610003053,0.08761235163130594,0.015304610736181045,0.014401997383213795,0.013376195738190946,0.040090796342128705,0.024855138447993932
KPN_00027,0.02142322503554082,0.0285135342133616,0.01783135344335192,0.017237593856517814,0.01632321545118603,0.01756498736860622,0.02827184023774294,0.020550854402398875,0.009763290232677455,0.01134790823657749,0.014468407422351745,0.02023256705273251,0.024088023681901417,0.024276155084819156,0.01021007662015647,0.009742254358903009,0.00722314569862311,0.017592260729261684,0.006548248494841155
KPN_00028,0.0002491446488977211,0.00038091771627416914,0.01023277766716286,0.008946912573987123,0.009414378384635245,0.020293151200434463,0.027260417634844866,0.018998417512543823,0.007670505464915326,0.00940958443262115,0.009014793121842538,0.02840685093674601,0.03363416819314908,0.030059332157225026,0.005479614339210181,0.005137519234600215,0.003425141117594392,0.01341256625509907,0.010810279324483746
KPN_00029,0.0,0.0,0.006801395149303181,0.007321095376138669,0.006577276851094555,0.01890532631618794,0.026225718136016284,0.021203071564231724,0.00705583158751698,0.008798452429569387,0.008492474041684782,0.01937637716716887,0.02370829351115174,0.019597248043275204,0.008702956910341578,0.008402491290979983,0.005498281563101693,0.011568605290456621,0.008140203328948742
KPN_00030,0.0015029048175443178,0.0003133355408061714,0.0012736681030965657,0.0008768040165111874,0.0009875008286113391,0.0008593438047263317,0.001545601590340849,0.001181798527982986,0.0006088219532848753,0.0007525138087916107,0.0010960914713902838,0.0019394235579304506,0.0016517501953303832,0.0011320772958116302,0.0007005922284002867,0.0005873625660895949,0.00026946121763570967,0.0010164147955461517,0.0004678694139022161
KPN_00031,0.0008053843998323617,0.0004617576390827789,0.0007752762366674748,0.000494859153775631,0.0006382738504413088,0.00047490052366455177,0.0016242819128862416,0.0006645570669821223,0.0007340819723817635,0.0006336958389824089,0.0012526759673031815,0.002235770111773813,0.0016227721217280957,0.0015259064962801177,0.00015548971461008267,0.00015404513330092854,0.0001226340526082022,0.000845668364253004,0.0006018750912906715
KPN_00032,0.0,0.0,0.00200279694472431,0.0009638625713420854,0.0009846133992879142,0.0014429814721029653,0.0015709393213300432,0.0012854650655253531,0.0011438473061715837,0.001999536691931994,0.003120505311407032,0.0025858980772406007,0.0028446808919578817,0.004565124705061534,0.0007413897678051227,0.0011315855086810839,0.0009417933734032401,0.0016073541416454556,0.001161136834144228
KPN_00033,0.0,0.0,0.00200279694472431,0.0019511704484735728,0.0013039474747326433,0.003107960093760233,0.004383769862900729,0.0028271545866790705,0.0016230265830813012,0.0022487282015871825,0.0033235411925296118,0.004586474630240931,0.004540917977871957,0.004264381692397007,0.0018811734012988488,0.0015958970073290963,0.0017662775839618933,0.0024357186871510816,0.0014429756125332357
KPN_00034,0.0,0.0,0.0020553484680552684,0.002148036587562362,0.0029373995288589356,0.001277616248455373,0.0017953592243771922,0.0009444233134471983,0.00042018880634874504,0.0006257053593800798,0.0005943819640775299,0.0013061423961572424,0.0010449848174539159,0.0008384922927664041,0.001516600437382868,0.0015745623961239573,0.0010328807537945029,0.0011830660349553869,0.0007781794203374095
KPN_00035,0.0,0.0,0.0062127578693488795,0.005535325052564548,0.008209374056400532,0.004186231963023987,0.007966906558173791,0.006748691594008104,0.0019608810962941435,0.004856017680406271,0.00534943767669777,0.002909135336895676,0.006552925626117264,0.006603126805535433,0.01685882950992153,0.01763509883658832,0.009336038658084293,0.0065247516658859155,0.004827451079557551
KPN_00036,0.0,0.0,0.0014917384140015549,0.0015634515639976448,0.0016852630595962422,0.0018326247449413791,0.0023509919498525475,0.001722079923988275,0.0014909457990788229,0.0012870581005539272,0.0017073109519882153,0.0031365160298944188,0.0028839178697779907,0.0016942122289043018,0.003991774847184418,0.0042014102711030584,0.0026805105548256534,0.001983518018216968,0.001147492882914561
KPN_00037,0.0,0.0,0.0018634373163637715,0.0017705944650498746,0.0016891289329551567,0.0041336487131721595,0.005880872250625192,0.004320235970716918,0.002722038221644902,0.002986716834734735,0.0033583171807322868,0.005047128106025765,0.005849127659060516,0.004931559913743163,0.0026655697604257623,0.0020872874935115022,0.0011419722916501558,0.002967507947671286,0.0018451528764784658
KPN_00038,0.0,0.0,0.0030669893806999334,0.002378163888895522,0.001960364391741554,0.0022771192766164084,0.006024526374209605,0.004231852814724554,0.0032899766578499516,0.0036955133580261275,0.004357493298803806,0.006855190199813573,0.006161128169463235,0.007672573452318766,0.003131367848644584,0.002794843056544459,0.0016800653204403903,0.003504539264046616,0.0021970523303431067
